precision,recall,F1,method,data
0.9152542372881356,0.15428571428571428,0.26405867970660146,decomp+Chang,rw-combined-diff-2
0.7309941520467836,0.7142857142857143,0.7225433526011561,decomp+IQR,rw-combined-diff-2
0.7225433526011561,0.7142857142857143,0.7183908045977012,decomp+Chang+IQR,rw-combined-diff-2
0.03513664249860569,0.6,0.06638566912539515,Chang,rw-combined-diff-3
0.3238095238095238,0.3238095238095238,0.3238095238095238,decomp+Chang,rw-combined-diff-3
0,0,0,decomp+IQR,rw-combined-diff-3
0.3238095238095238,0.3238095238095238,0.3238095238095238,decomp+Chang+IQR,rw-combined-diff-3
0.07692307692307693,1,0.14285714285714288,Chang,rw-diff-count-1
3.9416633819471815e-4,1,7.880220646178092e-4,decomp+Chang,rw-diff-count-1
0.06666666666666667,1,0.125,decomp+IQR,rw-diff-count-1
3.9416633819471815e-4,1,7.880220646178092e-4,decomp+Chang+IQR,rw-diff-count-1
0.8145161290322581,1,0.8977777777777779,Chang,rw-diff-count-2
0.04987654320987654,1,0.09501411100658515,decomp+Chang,rw-diff-count-2
1,0.42574257425742573,0.5972222222222222,decomp+IQR,rw-diff-count-2
0.04987654320987654,1,0.09501411100658515,decomp+Chang+IQR,rw-diff-count-2
0.7034883720930233,0.6019900497512438,0.6487935656836462,Chang,rw-diff-count-3
0.7551020408163265,0.5522388059701493,0.6379310344827587,decomp+Chang,rw-diff-count-3
0.9807692307692307,0.5074626865671642,0.6688524590163935,decomp+IQR,rw-diff-count-3
0.8454935622317596,0.9800995024875622,0.9078341013824884,decomp+Chang+IQR,rw-diff-count-3
0.8405797101449275,0.3853820598006645,0.5284738041002278,Chang,rw-diff-count-4
0.6496062992125984,0.5481727574750831,0.5945945945945947,decomp+Chang,rw-diff-count-4
0.5583756345177665,0.7308970099667774,0.6330935251798562,decomp+IQR,rw-diff-count-4
0.5361010830324909,0.9867109634551495,0.6947368421052631,decomp+Chang+IQR,rw-diff-count-4
0.8217821782178217,0.4139650872817955,0.550580431177446,Chang,rw-diff-count-5
0.6038135593220338,0.7107231920199502,0.6529209621993126,decomp+Chang,rw-diff-count-5
1,0.6932668329177057,0.8188512518409425,decomp+IQR,rw-diff-count-5
0.6781411359724613,0.9825436408977556,0.8024439918533605,decomp+Chang+IQR,rw-diff-count-5
0.9530516431924883,0.405189620758483,0.5686274509803921,Chang,rw-diff-count-6
0.7875816993464052,0.4810379241516966,0.59727385377943,decomp+Chang,rw-diff-count-6
0.5491525423728814,0.6467065868263473,0.5939505041246562,decomp+IQR,rw-diff-count-6
0.5692090395480226,0.8043912175648703,0.6666666666666666,decomp+Chang+IQR,rw-diff-count-6
0.005405405405405406,1,0.010752688172043012,Chang,rw-length-1
0.125,1,0.2222222222222222,decomp+Chang,rw-length-1
1,1,1,decomp+IQR,rw-length-1
0.125,1,0.2222222222222222,decomp+Chang+IQR,rw-length-1
0.008936550491510277,1,0.01771479185119575,Chang,rw-length-10
0.08771929824561403,1,0.16129032258064516,decomp+Chang,rw-length-10
1,0.2,0.33333333333333337,decomp+IQR,rw-length-10
0.08771929824561403,1,0.16129032258064516,decomp+Chang+IQR,rw-length-10
0.4604651162790698,0.99,0.6285714285714286,Chang,rw-length-100
0.9345794392523364,1,0.966183574879227,decomp+Chang,rw-length-100
1,0.25,0.4,decomp+IQR,rw-length-100
0.9345794392523364,1,0.966183574879227,decomp+Chang+IQR,rw-length-100
0.9572039942938659,0.671,0.7889476778365668,Chang,rw-length-1000
0.9978768577494692,0.47,0.6390210740992521,decomp+Chang,rw-length-1000
1,0.228,0.3713355048859935,decomp+IQR,rw-length-1000
0.9979166666666667,0.479,0.6472972972972973,decomp+Chang+IQR,rw-length-1000
0.11764705882352941,1,0.21052631578947367,Chang,rw-length-50
0.9074074074074074,0.98,0.9423076923076924,decomp+Chang,rw-length-50
1,0.02,0.0392156862745098,decomp+IQR,rw-length-50
0.9074074074074074,0.98,0.9423076923076924,decomp+Chang+IQR,rw-length-50
0.5881542699724518,0.854,0.696574225122349,Chang,rw-length-500
0.9896640826873385,0.766,0.8635851183765502,decomp+Chang,rw-length-500
1,0.222,0.36333878887070375,decomp+IQR,rw-length-500
0.9896907216494846,0.768,0.8648648648648649,decomp+Chang+IQR,rw-length-500
0.03301419610432486,1,0.06391818472355384,Chang,rw-same-count-1
0.07363770250368189,1,0.13717421124828533,decomp+Chang,rw-same-count-1
1,0.27,0.4251968503937008,decomp+IQR,rw-same-count-1
0.07363770250368189,1,0.13717421124828533,decomp+Chang+IQR,rw-same-count-1
0.9701670644391408,0.813,0.884657236126224,Chang,rw-same-count-10
0.7135135135135136,0.66,0.6857142857142858,decomp+Chang,rw-same-count-10
1,0.584,0.7373737373737373,decomp+IQR,rw-same-count-10
0.7239583333333334,0.695,0.7091836734693878,decomp+Chang+IQR,rw-same-count-10
0.1133257403189066,0.995,0.2034764826175869,Chang,rw-same-count-2
0.2930513595166163,0.97,0.4501160092807424,decomp+Chang,rw-same-count-2
1,0.135,0.2378854625550661,decomp+IQR,rw-same-count-2
0.2930513595166163,0.97,0.4501160092807424,decomp+Chang+IQR,rw-same-count-2
0.40344514959202177,0.89,0.5552089831565814,Chang,rw-same-count-5
0.7731239092495636,0.886,0.8257222739981359,decomp+Chang,rw-same-count-5
1,0.072,0.1343283582089552,decomp+IQR,rw-same-count-5
0.7731239092495636,0.886,0.8257222739981359,decomp+Chang+IQR,rw-same-count-5
0.7352941176470589,1,0.8474576271186441,Chang,rw-trend-linear
0.9433962264150944,1,0.970873786407767,decomp+Chang,rw-trend-linear
1,0.18,0.3050847457627119,decomp+IQR,rw-trend-linear
0.9433962264150944,1,0.970873786407767,decomp+Chang+IQR,rw-trend-linear
0,0,0,Chang,rw-trend-quadratic
0,0,0,decomp+Chang,rw-trend-quadratic
0.023575638506876228,0.24,0.042933810375670844,decomp+IQR,rw-trend-quadratic
0.023575638506876228,0.24,0.042933810375670844,decomp+Chang+IQR,rw-trend-quadratic
0.6363636363636364,0.98,0.7716535433070867,Chang,rw-trend-sine
0.9702970297029703,0.98,0.9751243781094527,decomp+Chang,rw-trend-sine
0,0,0,decomp+IQR,rw-trend-sine
0.9702970297029703,0.98,0.9751243781094527,decomp+Chang+IQR,rw-trend-sine
0.8974358974358975,0.35,0.5035971223021583,Chang,rw-type-amplitude
0.9148936170212766,0.43,0.5850340136054422,decomp+Chang,rw-type-amplitude
0,0,0,decomp+IQR,rw-type-amplitude
0.9148936170212766,0.43,0.5850340136054422,decomp+Chang+IQR,rw-type-amplitude
0.003968253968253968,1,0.007905138339920948,Chang,rw-type-extremum
0.1,1,0.18181818181818182,decomp+Chang,rw-type-extremum
1,1,1,decomp+IQR,rw-type-extremum
0.1,1,0.18181818181818182,decomp+Chang+IQR,rw-type-extremum
0.5,0.01,0.0196078431372549,Chang,rw-type-mean
0.8151260504201681,0.97,0.8858447488584476,decomp+Chang,rw-type-mean
1,1,1,decomp+IQR,rw-type-mean
0.819672131147541,1,0.9009009009009009,decomp+Chang+IQR,rw-type-mean
0.22950819672131148,0.28,0.25225225225225223,Chang,rw-type-platform
0,0,0,decomp+Chang,rw-type-platform
0,0,0,decomp+IQR,rw-type-platform
0,0,0,decomp+Chang+IQR,rw-type-platform
0.875,0.98,0.9245283018867924,Chang,rw-type-trend
0.14128440366972478,0.77,0.23875968992248064,decomp+Chang,rw-type-trend
0.11757575757575757,0.97,0.2097297297297297,decomp+IQR,rw-type-trend
0.11757575757575757,0.97,0.2097297297297297,decomp+Chang+IQR,rw-type-trend
0.20842105263157895,0.99,0.3443478260869565,Chang,rw-type-variance
0.8220338983050848,0.97,0.8899082568807339,decomp+Chang,rw-type-variance
1,0.13,0.23008849557522126,decomp+IQR,rw-type-variance
0.8220338983050848,0.97,0.8899082568807339,decomp+Chang+IQR,rw-type-variance
1,0.06,0.11320754716981131,Chang,sine-combined-diff-1
1,0.06,0.11320754716981131,decomp+Chang,sine-combined-diff-1
0,0,0,decomp+IQR,sine-combined-diff-1
1,0.06,0.11320754716981131,decomp+Chang+IQR,sine-combined-diff-1
0.8933333333333333,0.28714285714285714,0.43459459459459454,Chang,sine-combined-diff-2
0.4755244755244755,0.09714285714285714,0.16132858837485173,decomp+Chang,sine-combined-diff-2
0.7371601208459214,0.3485714285714286,0.47332686711930166,decomp+IQR,sine-combined-diff-2
0.703601108033241,0.3628571428571429,0.4787935909519322,decomp+Chang+IQR,sine-combined-diff-2
0.16129032258064516,0.047619047619047616,0.07352941176470587,Chang,sine-combined-diff-3
0.7777777777777778,0.06666666666666667,0.12280701754385964,decomp+Chang,sine-combined-diff-3
0.975609756097561,0.38095238095238093,0.547945205479452,decomp+IQR,sine-combined-diff-3
0.9523809523809523,0.38095238095238093,0.5442176870748299,decomp+Chang+IQR,sine-combined-diff-3
0.8333333333333334,0.15,0.2542372881355932,Chang,sine-diff-count-1
0.8333333333333334,0.15,0.2542372881355932,decomp+Chang,sine-diff-count-1
0,0,0,decomp+IQR,sine-diff-count-1
0.8333333333333334,0.15,0.2542372881355932,decomp+Chang+IQR,sine-diff-count-1
0.8666666666666667,0.13,0.22608695652173916,Chang,sine-diff-count-2
0.8666666666666667,0.13,0.22608695652173916,decomp+Chang,sine-diff-count-2
0,0,0,decomp+IQR,sine-diff-count-2
0.8666666666666667,0.13,0.22608695652173916,decomp+Chang+IQR,sine-diff-count-2
0.8846153846153846,0.07666666666666666,0.1411042944785276,Chang,sine-diff-count-3
0.8571428571428571,0.08,0.14634146341463417,decomp+Chang,sine-diff-count-3
0,0,0,decomp+IQR,sine-diff-count-3
0.8571428571428571,0.08,0.14634146341463417,decomp+Chang+IQR,sine-diff-count-3
0.7142857142857143,0.0664451827242525,0.12158054711246202,Chang,sine-diff-count-4
0.7142857142857143,0.0664451827242525,0.12158054711246202,decomp+Chang,sine-diff-count-4
0,0,0,decomp+IQR,sine-diff-count-4
0.7142857142857143,0.0664451827242525,0.12158054711246202,decomp+Chang+IQR,sine-diff-count-4
0.7575757575757576,0.06234413965087282,0.1152073732718894,Chang,sine-diff-count-5
0.7575757575757576,0.06234413965087282,0.1152073732718894,decomp+Chang,sine-diff-count-5
0,0,0,decomp+IQR,sine-diff-count-5
0.7575757575757576,0.06234413965087282,0.1152073732718894,decomp+Chang+IQR,sine-diff-count-5
0.7714285714285715,0.05389221556886228,0.10074626865671642,Chang,sine-diff-count-6
0.7352941176470589,0.0499001996007984,0.09345794392523364,decomp+Chang,sine-diff-count-6
0,0,0,decomp+IQR,sine-diff-count-6
0.7352941176470589,0.0499001996007984,0.09345794392523364,decomp+Chang+IQR,sine-diff-count-6
0.78125,0.04159733777038269,0.07898894154818326,Chang,sine-diff-count-7
0.7741935483870968,0.03993344425956739,0.0759493670886076,decomp+Chang,sine-diff-count-7
0,0,0,decomp+IQR,sine-diff-count-7
0.7741935483870968,0.03993344425956739,0.0759493670886076,decomp+Chang+IQR,sine-diff-count-7
0.8541666666666666,0.05848787446504993,0.10947930574098799,Chang,sine-diff-count-8
0.8541666666666666,0.05848787446504993,0.10947930574098799,decomp+Chang,sine-diff-count-8
0,0,0,decomp+IQR,sine-diff-count-8
0.8541666666666666,0.05848787446504993,0.10947930574098799,decomp+Chang+IQR,sine-diff-count-8
0.6829268292682927,0.03495630461922597,0.06650831353919241,Chang,sine-diff-count-9
0.6829268292682927,0.03495630461922597,0.06650831353919241,decomp+Chang,sine-diff-count-9
0,0,0,decomp+IQR,sine-diff-count-9
0.6829268292682927,0.03495630461922597,0.06650831353919241,decomp+Chang+IQR,sine-diff-count-9
0.1,1,0.18181818181818182,Chang,sine-length-1
0.5,1,0.6666666666666666,decomp+Chang,sine-length-1
0.3333333333333333,1,0.5,decomp+IQR,sine-length-1
0.3333333333333333,1,0.5,decomp+Chang+IQR,sine-length-1
0.375,0.3,0.33333333333333326,Chang,sine-length-10
1,0.4,0.5714285714285715,decomp+Chang,sine-length-10
0.8,0.4,0.5333333333333333,decomp+IQR,sine-length-10
0.8,0.4,0.5333333333333333,decomp+Chang+IQR,sine-length-10
0.9850746268656716,0.66,0.7904191616766467,Chang,sine-length-100
1,0.47,0.6394557823129251,decomp+Chang,sine-length-100
0.9607843137254902,0.49,0.6490066225165563,decomp+IQR,sine-length-100
0.9607843137254902,0.49,0.6490066225165563,decomp+Chang+IQR,sine-length-100
0.9974424552429667,0.39,0.5607476635514019,Chang,sine-length-1000
1,0.311,0.4744469870327994,decomp+Chang,sine-length-1000
0.9934497816593887,0.455,0.6241426611796983,decomp+IQR,sine-length-1000
0.9934924078091106,0.458,0.6269678302532512,decomp+Chang+IQR,sine-length-1000
0.9696969696969697,0.64,0.7710843373493975,Chang,sine-length-50
1,0.58,0.7341772151898733,decomp+Chang,sine-length-50
1,0.58,0.7341772151898733,decomp+IQR,sine-length-50
1,0.58,0.7341772151898733,decomp+Chang+IQR,sine-length-50
1,0.59,0.7421383647798743,Chang,sine-length-500
1,0.434,0.6052998605299861,decomp+Chang,sine-length-500
0.9960474308300395,0.504,0.6693227091633466,decomp+IQR,sine-length-500
0.9960474308300395,0.504,0.6693227091633466,decomp+Chang+IQR,sine-length-500
0.4772727272727273,0.21,0.2916666666666667,Chang,sine-noise-00%
0.3310104529616725,0.95,0.4909560723514212,decomp+Chang,sine-noise-00%
0.07530120481927711,1,0.1400560224089636,decomp+IQR,sine-noise-00%
0.07524454477050414,1,0.13995801259622115,decomp+Chang+IQR,sine-noise-00%
0.5,0.08,0.13793103448275865,Chang,sine-noise-01%
0.5263157894736842,0.1,0.16806722689075632,decomp+Chang,sine-noise-01%
1,1,1,decomp+IQR,sine-noise-01%
0.9174311926605505,1,0.9569377990430622,decomp+Chang+IQR,sine-noise-01%
0.3333333333333333,0.02,0.03773584905660377,Chang,sine-noise-10%
0.6956521739130435,0.16,0.2601626016260163,decomp+Chang,sine-noise-10%
0.9692307692307692,0.63,0.7636363636363637,decomp+IQR,sine-noise-10%
0.9054054054054054,0.67,0.7701149425287356,decomp+Chang+IQR,sine-noise-10%
0,0,0,Chang,sine-noise-30%
0,0,0,decomp+Chang,sine-noise-30%
0,0,0,decomp+IQR,sine-noise-30%
0,0,0,decomp+Chang+IQR,sine-noise-30%
0,0,0,Chang,sine-noise-50%
0,0,0,decomp+Chang,sine-noise-50%
0,0,0,decomp+IQR,sine-noise-50%
0,0,0,decomp+Chang+IQR,sine-noise-50%
0,0,0,Chang,sine-position-beginning
0,0,0,decomp+Chang,sine-position-beginning
0,0,0,decomp+IQR,sine-position-beginning
0,0,0,decomp+Chang+IQR,sine-position-beginning
0,0,0,Chang,sine-position-end
0,0,0,decomp+Chang,sine-position-end
0,0,0,decomp+IQR,sine-position-end
0,0,0,decomp+Chang+IQR,sine-position-end
0,0,0,Chang,sine-position-middle
0.3333333333333333,0.02,0.03773584905660377,decomp+Chang,sine-position-middle
0,0,0,decomp+IQR,sine-position-middle
0.3333333333333333,0.02,0.03773584905660377,decomp+Chang+IQR,sine-position-middle
0.875,0.07,0.12962962962962962,Chang,sine-same-count-1
0.627906976744186,0.27,0.37762237762237766,decomp+Chang,sine-same-count-1
0.52,0.52,0.52,decomp+IQR,sine-same-count-1
0.5098039215686274,0.52,0.5148514851485149,decomp+Chang+IQR,sine-same-count-1
0.8786127167630058,0.152,0.2591645353793692,Chang,sine-same-count-10
0.41624365482233505,0.082,0.13700918964076858,decomp+Chang,sine-same-count-10
0.5305164319248826,0.226,0.3169705469845723,decomp+IQR,sine-same-count-10
0.5146443514644351,0.246,0.33288227334235454,decomp+Chang+IQR,sine-same-count-10
0.9708029197080292,0.665,0.7893175074183976,Chang,sine-same-count-2
0.6229508196721312,0.19,0.29118773946360155,decomp+Chang,sine-same-count-2
0.5304347826086957,0.305,0.38730158730158737,decomp+IQR,sine-same-count-2
0.5158730158730159,0.325,0.3987730061349693,decomp+Chang+IQR,sine-same-count-2
0.9330357142857143,0.418,0.5773480662983425,Chang,sine-same-count-5
0.6214285714285714,0.174,0.271875,decomp+Chang,sine-same-count-5
0.6445497630331753,0.272,0.3825597749648383,decomp+IQR,sine-same-count-5
0.6159695817490495,0.324,0.42463958060288337,decomp+Chang+IQR,sine-same-count-5
1,0.06,0.11320754716981131,Chang,sine-trend-linear
1,0.07,0.13084112149532712,decomp+Chang,sine-trend-linear
0,0,0,decomp+IQR,sine-trend-linear
1,0.07,0.13084112149532712,decomp+Chang+IQR,sine-trend-linear
1,0.07,0.13084112149532712,Chang,sine-trend-quadratic
0,0,0,decomp+Chang,sine-trend-quadratic
0,0,0,decomp+IQR,sine-trend-quadratic
0,0,0,decomp+Chang+IQR,sine-trend-quadratic
1,0.1,0.18181818181818182,Chang,sine-trend-sine
1,0.08,0.14814814814814814,decomp+Chang,sine-trend-sine
0,0,0,decomp+IQR,sine-trend-sine
1,0.08,0.14814814814814814,decomp+Chang+IQR,sine-trend-sine
0,0,0,Chang,sine-type-amplitude
1,0.16,0.2758620689655173,decomp+Chang,sine-type-amplitude
0.9859154929577465,0.7,0.8187134502923976,decomp+IQR,sine-type-amplitude
0.9861111111111112,0.71,0.8255813953488371,decomp+Chang+IQR,sine-type-amplitude
0.125,1,0.2222222222222222,Chang,sine-type-extremum
0.5,1,0.6666666666666666,decomp+Chang,sine-type-extremum
0.5,1,0.6666666666666666,decomp+IQR,sine-type-extremum
0.5,1,0.6666666666666666,decomp+Chang+IQR,sine-type-extremum
1,0.26,0.41269841269841273,Chang,sine-type-frequency
0.8870967741935484,0.55,0.6790123456790124,decomp+Chang,sine-type-frequency
0.9753086419753086,0.79,0.8729281767955802,decomp+IQR,sine-type-frequency
0.9081632653061225,0.89,0.8989898989898989,decomp+Chang+IQR,sine-type-frequency
0.36363636363636365,0.04,0.07207207207207207,Chang,sine-type-mean
0.5238095238095238,0.11,0.18181818181818182,decomp+Chang,sine-type-mean
0.9900990099009901,1,0.9950248756218906,decomp+IQR,sine-type-mean
0.9090909090909091,1,0.9523809523809523,decomp+Chang+IQR,sine-type-mean
0,0,0,Chang,sine-type-pattern-shift
0.5588235294117647,0.19,0.28358208955223885,decomp+Chang,sine-type-pattern-shift
0.9489795918367347,0.93,0.9393939393939393,decomp+IQR,sine-type-pattern-shift
0.8558558558558559,0.95,0.9004739336492892,decomp+Chang+IQR,sine-type-pattern-shift
0.9090909090909091,0.4,0.5555555555555556,Chang,sine-type-pattern
0.9148936170212766,0.43,0.5850340136054422,decomp+Chang,sine-type-pattern
0.9649122807017544,0.55,0.7006369426751593,decomp+IQR,sine-type-pattern
0.9411764705882353,0.64,0.7619047619047621,decomp+Chang+IQR,sine-type-pattern
0.16666666666666666,0.02,0.03571428571428571,Chang,sine-type-platform
0.5416666666666666,0.13,0.20967741935483872,decomp+Chang,sine-type-platform
0.9883720930232558,0.85,0.9139784946236558,decomp+IQR,sine-type-platform
0.8865979381443299,0.86,0.8730964467005077,decomp+Chang+IQR,sine-type-platform
0,0,0,Chang,sine-type-trend
0.6470588235294118,0.11,0.18803418803418803,decomp+Chang,sine-type-trend
0.11292200232828871,0.97,0.20229405630865485,decomp+IQR,sine-type-trend
0.1127906976744186,0.97,0.2020833333333333,decomp+Chang+IQR,sine-type-trend
0.9824561403508771,0.56,0.7133757961783439,Chang,sine-type-variance
0.9803921568627451,0.5,0.662251655629139,decomp+Chang,sine-type-variance
0.9807692307692307,0.51,0.6710526315789475,decomp+IQR,sine-type-variance
0.9811320754716981,0.52,0.6797385620915032,decomp+Chang+IQR,sine-type-variance
